# font metrics generated by tools/GenMetrics.java (unitsPerEm=2048); do not edit by hand
# family	weight	style	char	units
Segoe UI	400	italic	Ÿ	1135
Segoe UI	400	italic	Ź	1167
Segoe UI	400	italic	ź	926
Segoe UI	400	italic	Ż	1167
Segoe UI	400	italic	ż	926
Segoe UI	400	italic	Ž	1167
Segoe UI	400	italic	ž	926
Segoe UI	400	italic	ſ	600
Segoe UI	400	italic	Ё	1022
Segoe UI	400	italic	А	1294
Segoe UI	400	italic	Б	1171
Segoe UI	400	italic	В	1174
Segoe UI	400	italic	Г	967
Segoe UI	400	italic	Д	1429
Segoe UI	400	italic	Е	1022
Segoe UI	400	italic	Ж	1673
Segoe UI	400	italic	З	1071
Segoe UI	400	italic	И	1520
Segoe UI	400	italic	Й	1520
Segoe UI	400	italic	К	1228
Segoe UI	400	italic	Л	1370
Segoe UI	400	italic	М	1675
Segoe UI	400	italic	Н	1450
Segoe UI	400	italic	О	1544
Segoe UI	400	italic	П	1478
Segoe UI	400	italic	Р	1178
Segoe UI	400	italic	С	1309
Segoe UI	400	italic	Т	1077
Segoe UI	400	italic	У	1133
Segoe UI	400	italic	Ф	1622
Segoe UI	400	italic	Х	1210
Segoe UI	400	italic	Ц	1509
Segoe UI	400	italic	Ч	1345
Segoe UI	400	italic	Ш	1851
Segoe UI	400	italic	Щ	1919
Segoe UI	400	italic	Ъ	1447
Segoe UI	400	italic	Ы	1622
Segoe UI	400	italic	Ь	1171
Segoe UI	400	italic	Э	1282
Segoe UI	400	italic	Ю	1988
Segoe UI	400	italic	Я	1207
Segoe UI	400	italic	а	1110
Segoe UI	400	italic	б	1118
Segoe UI	400	italic	в	1049
Segoe UI	400	italic	г	860
Segoe UI	400	italic	д	1130
Segoe UI	400	italic	е	997
Segoe UI	400	italic	ж	1458
Segoe UI	400	italic	з	918
Segoe UI	400	italic	и	1143
Segoe UI	400	italic	й	1143
Segoe UI	400	italic	к	1004
Segoe UI	400	italic	л	1079
Segoe UI	400	italic	м	1421
Segoe UI	400	italic	н	1155
Segoe UI	400	italic	о	1096
Segoe UI	400	italic	п	1151
Segoe UI	400	italic	р	1110
Segoe UI	400	italic	с	893
Segoe UI	400	italic	т	1757
Segoe UI	400	italic	у	991
Segoe UI	400	italic	ф	1604
Segoe UI	400	italic	х	932
Segoe UI	400	italic	ц	1173
Segoe UI	400	italic	ч	1102
Segoe UI	400	italic	ш	1750
Segoe UI	400	italic	щ	1777
Segoe UI	400	italic	ъ	1249
Segoe UI	400	italic	ы	1423
Segoe UI	400	italic	ь	1036
Segoe UI	400	italic	э	936
Segoe UI	400	italic	ю	1542
Segoe UI	400	italic	я	1021
Segoe UI	400	italic	ё	997
Segoe UI	400	italic	‐	819
Segoe UI	400	italic	‑	819
Segoe UI	400	italic	‒	1104
Segoe UI	400	italic	–	1024
Segoe UI	400	italic	—	2048
Segoe UI	400	italic	―	2048
Segoe UI	400	italic	‖	937
Segoe UI	400	italic	‗	850
Segoe UI	400	italic	‘	432
Segoe UI	400	italic	’	432
Segoe UI	400	italic	‚	432
Segoe UI	400	italic	‛	432
Segoe UI	400	italic	“	766
Segoe UI	400	italic	”	766
Segoe UI	400	italic	„	766
Segoe UI	400	italic	‟	766
Segoe UI	400	italic	†	770
Segoe UI	400	italic	‡	770
Segoe UI	400	italic	•	829
Segoe UI	400	italic	…	1507
Segoe UI	400	italic	€	1104
Segoe UI	400	italic	∞	1673
